@relation TestInstances

@attribute room {stube,kueche,nicola,badgross,badklein,reduit,tobias,joel,gang}
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric
@attribute mean numeric
@attribute rssVariance0 numeric
@attribute rssVariance1 numeric
@attribute rssVariance2 numeric
@attribute rssVariance3 numeric
@attribute rssVariance4 numeric
@attribute rssVariance5 numeric
@attribute rssVariance6 numeric
@attribute rssVariance7 numeric

@data
tobias,0,12,18,18,18,18,18,18,15,15,3,-3,-3,-3,-3,-3,-3
tobias,0,10,16,16,16,16,16,16,13.25,13.25,3.25,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
tobias,0,10,16,16,16,16,16,16,13.25,13.25,3.25,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75
tobias,0,13,16,16,16,16,16,16,13.625,13.625,0.625,-2.375,-2.375,-2.375,-2.375,-2.375,-2.375
tobias,0,8,12,12,12,12,12,12,10,10,2,-2,-2,-2,-2,-2,-2
tobias,0,12,10,10,10,10,10,10,9,9,-3,-1,-1,-1,-1,-1,-1
tobias,0,12,10,10,10,10,10,10,9,9,-3,-1,-1,-1,-1,-1,-1
tobias,0,8,11,11,11,11,11,11,9.25,9.25,1.25,-1.75,-1.75,-1.75,-1.75,-1.75,-1.75
tobias,0,5,11,11,11,11,11,11,8.875,8.875,3.875,-2.125,-2.125,-2.125,-2.125,-2.125,-2.125
joel,0,7,20,20,30,30,30,30,20.875,20.875,13.875,0.875,0.875,-9.125,-9.125,-9.125,-9.125
joel,0,14,20,20,30,30,30,30,21.75,21.75,7.75,1.75,1.75,-8.25,-8.25,-8.25,-8.25
joel,0,11,22,22,22,22,22,22,17.875,17.875,6.875,-4.125,-4.125,-4.125,-4.125,-4.125,-4.125
joel,0,12,23,23,23,23,23,23,18.75,18.75,6.75,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25
joel,0,15,26,26,26,26,26,26,21.375,21.375,6.375,-4.625,-4.625,-4.625,-4.625,-4.625,-4.625
joel,0,13,26,26,26,26,26,26,21.125,21.125,8.125,-4.875,-4.875,-4.875,-4.875,-4.875,-4.875
joel,0,11,26,26,26,26,26,26,20.875,20.875,9.875,-5.125,-5.125,-5.125,-5.125,-5.125,-5.125
joel,0,12,27,27,27,27,27,27,21.75,21.75,9.75,-5.25,-5.25,-5.25,-5.25,-5.25,-5.25
joel,0,10,21,21,35,35,35,35,24,24,14,3,3,-11,-11,-11,-11
joel,0,18,25,25,32,32,32,32,24.5,24.5,6.5,-0.5,-0.5,-7.5,-7.5,-7.5,-7.5
joel,0,14,25,25,32,32,32,32,24,24,10,-1,-1,-8,-8,-8,-8
joel,0,13,21,21,32,32,32,32,22.875,22.875,9.875,1.875,1.875,-9.125,-9.125,-9.125,-9.125
joel,0,5,20,20,32,32,32,32,21.625,21.625,16.625,1.625,1.625,-10.375,-10.375,-10.375,-10.375
joel,0,2,17,17,27,27,27,27,18,18,16,1,1,-9,-9,-9,-9
joel,0,9,17,17,27,27,27,27,18.875,18.875,9.875,1.875,1.875,-8.125,-8.125,-8.125,-8.125
joel,0,10,15,15,25,25,25,25,17.5,17.5,7.5,2.5,2.5,-7.5,-7.5,-7.5,-7.5
joel,0,2,13,13,25,25,25,25,16,16,14,3,3,-9,-9,-9,-9
joel,0,1,13,13,25,25,25,25,15.875,15.875,14.875,2.875,2.875,-9.125,-9.125,-9.125,-9.125
joel,0,15,13,13,32,32,32,32,21.125,21.125,6.125,8.125,8.125,-10.875,-10.875,-10.875,-10.875
joel,0,10,8,8,34,34,34,34,20.25,20.25,10.25,12.25,12.25,-13.75,-13.75,-13.75,-13.75
joel,0,5,10,10,34,34,34,34,20.125,20.125,15.125,10.125,10.125,-13.875,-13.875,-13.875,-13.875
joel,0,13,10,10,34,34,34,34,21.125,21.125,8.125,11.125,11.125,-12.875,-12.875,-12.875,-12.875
joel,0,13,10,10,34,34,34,34,21.125,21.125,8.125,11.125,11.125,-12.875,-12.875,-12.875,-12.875
joel,0,11,10,10,34,34,34,34,20.875,20.875,9.875,10.875,10.875,-13.125,-13.125,-13.125,-13.125
joel,0,11,11,11,11,11,11,11,9.625,9.625,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375
joel,0,7,11,11,11,11,11,11,9.125,9.125,2.125,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875
joel,0,7,10,10,10,10,10,10,8.375,8.375,1.375,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625
joel,0,10,10,16,32,32,32,32,20.5,20.5,10.5,10.5,4.5,-11.5,-11.5,-11.5,-11.5
gang,0,13,17,17,17,17,17,17,14.375,14.375,1.375,-2.625,-2.625,-2.625,-2.625,-2.625,-2.625
gang,0,19,18,18,18,18,18,18,15.875,15.875,-3.125,-2.125,-2.125,-2.125,-2.125,-2.125,-2.125
gang,0,20,18,18,18,18,18,18,16,16,-4,-2,-2,-2,-2,-2,-2
gang,0,20,18,18,18,18,18,18,16,16,-4,-2,-2,-2,-2,-2,-2
gang,0,24,18,18,18,18,18,18,16.5,16.5,-7.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5
gang,0,25,26,26,26,26,26,26,22.625,22.625,-2.375,-3.375,-3.375,-3.375,-3.375,-3.375,-3.375
gang,0,21,24,24,24,24,24,24,20.625,20.625,-0.375,-3.375,-3.375,-3.375,-3.375,-3.375,-3.375
gang,0,14,28,28,28,28,28,28,22.75,22.75,8.75,-5.25,-5.25,-5.25,-5.25,-5.25,-5.25
gang,0,17,18,18,18,18,18,18,15.625,15.625,-1.375,-2.375,-2.375,-2.375,-2.375,-2.375,-2.375
gang,0,14,15,15,35,35,35,35,23,23,9,8,8,-12,-12,-12,-12
gang,0,11,18,18,35,35,35,35,23.375,23.375,12.375,5.375,5.375,-11.625,-11.625,-11.625,-11.625
gang,0,14,22,22,34,34,34,34,24.25,24.25,10.25,2.25,2.25,-9.75,-9.75,-9.75,-9.75
gang,0,17,23,23,32,32,32,32,23.875,23.875,6.875,0.875,0.875,-8.125,-8.125,-8.125,-8.125
gang,0,15,15,15,32,32,32,32,21.625,21.625,6.625,6.625,6.625,-10.375,-10.375,-10.375,-10.375
gang,0,11,12,12,29,29,29,29,18.875,18.875,7.875,6.875,6.875,-10.125,-10.125,-10.125,-10.125
gang,0,6,18,18,22,22,22,22,16.25,16.25,10.25,-1.75,-1.75,-5.75,-5.75,-5.75,-5.75
gang,0,3,16,16,25,25,25,25,16.875,16.875,13.875,0.875,0.875,-8.125,-8.125,-8.125,-8.125
gang,0,8,16,16,25,25,25,25,17.5,17.5,9.5,1.5,1.5,-7.5,-7.5,-7.5,-7.5
gang,0,12,16,16,25,25,25,25,18,18,6,2,2,-7,-7,-7,-7
gang,0,7,16,16,27,27,27,27,18.375,18.375,11.375,2.375,2.375,-8.625,-8.625,-8.625,-8.625
gang,0,7,18,18,23,23,23,23,16.875,16.875,9.875,-1.125,-1.125,-6.125,-6.125,-6.125,-6.125
gang,0,7,18,18,26,26,26,26,18.375,18.375,11.375,0.375,0.375,-7.625,-7.625,-7.625,-7.625
gang,0,7,22,22,27,27,27,27,19.875,19.875,12.875,-2.125,-2.125,-7.125,-7.125,-7.125,-7.125
gang,0,3,22,22,27,27,27,27,19.375,19.375,16.375,-2.625,-2.625,-7.625,-7.625,-7.625,-7.625
gang,0,7,22,22,23,23,23,23,17.875,17.875,10.875,-4.125,-4.125,-5.125,-5.125,-5.125,-5.125
gang,0,7,22,22,23,23,23,23,17.875,17.875,10.875,-4.125,-4.125,-5.125,-5.125,-5.125,-5.125
gang,0,4,18,18,22,22,22,22,16,16,12,-2,-2,-6,-6,-6,-6
gang,0,4,21,21,25,25,25,25,18.25,18.25,14.25,-2.75,-2.75,-6.75,-6.75,-6.75,-6.75
gang,0,4,21,21,25,25,25,25,18.25,18.25,14.25,-2.75,-2.75,-6.75,-6.75,-6.75,-6.75
gang,0,6,23,23,28,28,28,28,20.5,20.5,14.5,-2.5,-2.5,-7.5,-7.5,-7.5,-7.5
gang,0,5,23,23,28,28,28,28,20.375,20.375,15.375,-2.625,-2.625,-7.625,-7.625,-7.625,-7.625
gang,0,8,27,27,33,33,33,33,24.25,24.25,16.25,-2.75,-2.75,-8.75,-8.75,-8.75,-8.75
gang,0,12,27,27,32,32,32,32,24.25,24.25,12.25,-2.75,-2.75,-7.75,-7.75,-7.75,-7.75
gang,0,16,27,27,32,32,32,32,24.75,24.75,8.75,-2.25,-2.25,-7.25,-7.25,-7.25,-7.25
gang,0,14,29,29,34,34,34,34,26,26,12,-3,-3,-8,-8,-8,-8
gang,0,24,36,36,40,40,40,40,32,32,8,-4,-4,-8,-8,-8,-8
gang,0,28,36,36,38,38,38,38,31.5,31.5,3.5,-4.5,-4.5,-6.5,-6.5,-6.5,-6.5
gang,0,28,38,38,38,38,38,38,32,32,4,-6,-6,-6,-6,-6,-6
gang,0,25,39,39,40,40,40,40,32.875,32.875,7.875,-6.125,-6.125,-7.125,-7.125,-7.125,-7.125
gang,0,28,37,37,40,40,40,40,32.75,32.75,4.75,-4.25,-4.25,-7.25,-7.25,-7.25,-7.25
gang,0,31,37,37,39,39,39,39,32.625,32.625,1.625,-4.375,-4.375,-6.375,-6.375,-6.375,-6.375
gang,0,20,37,37,41,41,41,41,32.25,32.25,12.25,-4.75,-4.75,-8.75,-8.75,-8.75,-8.75
gang,0,16,35,35,35,35,35,35,28.25,28.25,12.25,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75
gang,0,22,35,35,34,34,34,34,28.5,28.5,6.5,-6.5,-6.5,-5.5,-5.5,-5.5,-5.5
gang,0,14,35,35,36,36,36,36,28.5,28.5,14.5,-6.5,-6.5,-7.5,-7.5,-7.5,-7.5
gang,0,14,14,35,36,36,36,36,25.875,25.875,11.875,11.875,-9.125,-10.125,-10.125,-10.125,-10.125
gang,0,21,21,32,33,33,33,33,25.75,25.75,4.75,4.75,-6.25,-7.25,-7.25,-7.25,-7.25
gang,0,20,20,32,33,33,33,33,25.5,25.5,5.5,5.5,-6.5,-7.5,-7.5,-7.5,-7.5
gang,0,14,14,32,33,33,33,33,24,24,10,10,-8,-9,-9,-9,-9
gang,0,6,6,23,35,35,35,35,21.875,21.875,15.875,15.875,-1.125,-13.125,-13.125,-13.125,-13.125
gang,0,4,4,23,33,33,33,33,20.375,20.375,16.375,16.375,-2.625,-12.625,-12.625,-12.625,-12.625
gang,0,4,4,23,28,28,28,28,17.875,17.875,13.875,13.875,-5.125,-10.125,-10.125,-10.125,-10.125
gang,0,6,6,23,27,27,27,27,17.875,17.875,11.875,11.875,-5.125,-9.125,-9.125,-9.125,-9.125
gang,0,10,10,21,26,26,26,26,18.125,18.125,8.125,8.125,-2.875,-7.875,-7.875,-7.875,-7.875
gang,0,12,12,23,24,24,24,24,17.875,17.875,5.875,5.875,-5.125,-6.125,-6.125,-6.125,-6.125
gang,0,12,12,23,26,26,26,26,18.875,18.875,6.875,6.875,-4.125,-7.125,-7.125,-7.125,-7.125
gang,0,16,16,20,22,22,22,22,17.5,17.5,1.5,1.5,-2.5,-4.5,-4.5,-4.5,-4.5
gang,0,12,12,25,26,26,26,26,19.125,19.125,7.125,7.125,-5.875,-6.875,-6.875,-6.875,-6.875
gang,0,13,13,28,30,30,30,30,21.75,21.75,8.75,8.75,-6.25,-8.25,-8.25,-8.25,-8.25
gang,0,24,24,27,30,30,30,30,24.375,24.375,0.375,0.375,-2.625,-5.625,-5.625,-5.625,-5.625
gang,0,19,19,28,29,29,29,29,22.75,22.75,3.75,3.75,-5.25,-6.25,-6.25,-6.25,-6.25
gang,0,16,16,34,36,36,36,36,26.25,26.25,10.25,10.25,-7.75,-9.75,-9.75,-9.75,-9.75
gang,0,15,15,32,32,32,32,32,23.75,23.75,8.75,8.75,-8.25,-8.25,-8.25,-8.25,-8.25
gang,0,19,19,29,28,28,28,28,22.375,22.375,3.375,3.375,-6.625,-5.625,-5.625,-5.625,-5.625
gang,0,17,37,37,37,37,37,37,29.875,29.875,12.875,-7.125,-7.125,-7.125,-7.125,-7.125,-7.125
gang,0,15,37,37,37,37,37,37,29.625,29.625,14.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,16,37,37,37,37,37,37,29.75,29.75,13.75,-7.25,-7.25,-7.25,-7.25,-7.25,-7.25
gang,0,17,37,37,37,37,37,37,29.875,29.875,12.875,-7.125,-7.125,-7.125,-7.125,-7.125,-7.125
gang,0,15,38,38,38,38,38,38,30.375,30.375,15.375,-7.625,-7.625,-7.625,-7.625,-7.625,-7.625
gang,0,15,38,38,38,38,38,38,30.375,30.375,15.375,-7.625,-7.625,-7.625,-7.625,-7.625,-7.625
gang,0,14,38,38,38,38,38,38,30.25,30.25,16.25,-7.75,-7.75,-7.75,-7.75,-7.75,-7.75
gang,0,18,38,38,38,38,38,38,30.75,30.75,12.75,-7.25,-7.25,-7.25,-7.25,-7.25,-7.25
gang,0,9,39,39,39,39,39,39,30.375,30.375,21.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
gang,0,7,34,34,34,34,34,34,26.375,26.375,19.375,-7.625,-7.625,-7.625,-7.625,-7.625,-7.625
gang,0,9,34,34,34,34,34,34,26.625,26.625,17.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,6,31,31,31,31,31,31,24,24,18,-7,-7,-7,-7,-7,-7
gang,0,5,38,38,38,38,38,38,29.125,29.125,24.125,-8.875,-8.875,-8.875,-8.875,-8.875,-8.875
gang,0,8,33,33,33,33,33,33,25.75,25.75,17.75,-7.25,-7.25,-7.25,-7.25,-7.25,-7.25
gang,0,7,33,33,33,33,33,33,25.625,25.625,18.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,7,33,33,33,33,33,33,25.625,25.625,18.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,9,35,35,35,35,35,35,27.375,27.375,18.375,-7.625,-7.625,-7.625,-7.625,-7.625,-7.625
gang,0,9,39,39,39,39,39,39,30.375,30.375,21.375,-8.625,-8.625,-8.625,-8.625,-8.625,-8.625
gang,0,7,35,35,35,35,35,35,27.125,27.125,20.125,-7.875,-7.875,-7.875,-7.875,-7.875,-7.875
gang,0,17,38,38,38,38,38,38,30.625,30.625,13.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,19,38,38,38,38,38,38,30.875,30.875,11.875,-7.125,-7.125,-7.125,-7.125,-7.125,-7.125
gang,0,23,41,41,41,41,41,41,33.625,33.625,10.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
gang,0,23,41,41,41,41,41,41,33.625,33.625,10.625,-7.375,-7.375,-7.375,-7.375,-7.375,-7.375
